Site,Stand,Plot,Treatment,Age,Subplot,Species,previous tags,TagID,DBH2008,DBH2009 ,DBH2010,DBH2011,DBH2015,DBH2019,DBH2023,,liveBA11,liveBA15,liveBA19,liveBA23,,BA2011,BA2015,BA2019,BA2023,,chgBA11_15,chgBA15_19,chgBA19_23,,RBAIyr11_15,RBAIyr15_19,RBAIyr19_23,,deadyr,dead2008-2010,dead2011,dead2015,dead2019,dead2023,notes2008-10,notes2011,notes2015,notes2019,notes2023,,ingrowthyear,ingrowth5x5
BEF,C3,1,NP,Mid,C3,SM,,825,,,,,,,13,,0,0,0,132.7,,0,0,0,132.7,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,New addition; no DBH recorded,,,2023,out
BEF,C3,1,NP,Mid,A1,SM,,741,,12.5,,12.8,14.4,15.2,15.6,,128.7,162.9,181.5,191.1,,128.7,162.9,181.5,191.1,,0.265625,0.114197531,0.0533241,,0.060660172,0.027402334,0.01307245,,,,,,,,Tagged in 2009,,,,connected to 738,, , 
BEF,C3,1,NP,Mid,A1,SM,,507,,,,,,,,,0,0,0,0,,0,0,0,0,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,11,,dead,,,,missing,Tree not found in 2009 OR 2011,Tree not found; assumed dead,,,,,
BEF,C3,1,NP,Mid,A1,WB,,536,,,,10,,,,,0,0,0,0,,78.5,0,0,0,,-1,#DIV/0!,#DIV/0!,,,,,,11,,dead,,,,,,Dead snag,,,,,
BEF,C3,1,NP,Mid,B1,WB,,534,,11.2,,11.9,,,,,0,0,0,0,,111.2,0,0,0,,-1,#DIV/0!,#DIV/0!,,,,,,11,,dead,,,,was recorded as 16.4 but apparently swapped with #535 given prior and later measurements.  Corrected in 2011,,Dead on ground,,,,,
BEF,C3,1,NP,Mid,B1,WB,,536,,10.6,,10.4,,,,,0,0,0,0,,84.9,0,0,0,,-1,#DIV/0!,#DIV/0!,,,,,,11,,dead,,,,,Confirmed WB by Matt,Tree not found; assumed dead,,,,,
BEF,C3,1,NP,Mid,B1,WB,,538,,10.9,,10.9,,,,,0,0,0,0,,93.3,0,0,0,,-1,#DIV/0!,#DIV/0!,,,,,,11,,dead,,,,,,Dead on ground,,,,,
BEF,C3,1,NP,Mid,B1,PC,,1003,,,,10,10,,,,78.5,0,0,0,,78.5,78.5,0,0,,0,-1,#DIV/0!,,0,,,,15,,,dead,,,,,,"Fallen, tag removed",,,,
BEF,C3,1,NP,Mid,B1,PC,,532,,,,12.9,15,15,,,130.7,176.7,0,0,,130.7,176.7,176.7,0,,0.352082207,0,-1,,0.078327732,0,,,19,,,,dead,,,,,"Fallen, tag removed",,,,
BEF,C3,1,NP,Mid,B1,PC,,533,,,,14.2,14.6,14.6,,,158.4,167.4,0,0,,158.4,167.4,167.4,0,,0.057131522,0,-1,,0.013986693,0,,,19,,,,dead,,,,,Snag,,,,
BEF,C3,1,NP,Mid,B1,PC,,549,,,,,13.6,13.6,,,0,145.3,0,0,,0,145.3,145.3,0,,#DIV/0!,0,-1,,,0,,,19,,,,dead,,,,Was not recorded earlier,not found,,,,
BEF,C3,1,NP,Mid,B1,PC,,1004,,,,10.3,11.3,11.6,,,83.3,100.3,0,0,,83.3,100.3,105.7,0,,0.203600716,0.053802177,-1,,0.04741939,0.013187383,,,19,,,,dead,,,,,not found; est dbh = 11.6,"fallen, no tag",,,
BEF,C3,1,NP,Mid,B2,PC,,530,,15.1,,15.2,15.3,15.3,,,181.5,183.9,0,0,,181.5,183.9,183.9,0,,0.013201177,0,-1,,0.003284081,0,,,19,,,,dead,,,,,"Fallen, tag removed",,,,
BEF,C3,1,NP,Mid,B2,PC,,531,,14.8,,15.3,15.4,15.4,,,183.9,186.3,0,0,,183.9,186.3,186.3,0,,0.013114614,0,-1,,0.003262651,0,,,19,,,,dead,,,,,"Fallen, tag removed",,,,
BEF,C3,1,NP,Mid,C1,BE,,737,,,,12.5,14.8,14.8,,,122.7,172,0,0,,122.7,172,172,0,,0.401856,0,-1,,0.088117641,0,,,19,,,,dead,,,Measured below bump,,not found; this becomes 2487,,,,
BEF,C3,1,NP,Mid,C1,RM,548,1302,,,,12,13,13,,,113.1,132.7,0,0,,113.1,132.7,132.7,0,,0.173611111,0,-1,,0.040833,0,,,19,,,,dead,,,,,Standing,,,,
BEF,C3,1,NP,Mid,A2,PC,,509,,15.9,,16,16,15.5,15.5,,201.1,201.1,188.7,0,,201.1,201.1,188.7,188.7,,0,-0.061523438,0,,0,-0.015749016,0,,23,,,,,dead,,,,Checked,standing; dbh=15.3,,,
BEF,C3,1,NP,Mid,A3,PC,,516,,14.8,,15.3,16.5,18,18,,183.9,213.8,254.5,0,,183.9,213.8,254.5,254.5,,0.163014225,0.190082645,0,,0.038475504,0.044465936,0,,23,,,,,dead,,,,,standing,,,
BEF,C3,1,NP,Mid,B1,PC,,535,,16.4,,17.6,19.4,20.8,21,,243.3,295.6,339.8,0,,243.3,295.6,339.8,346.4,,0.215005165,0.149537677,0.019323225,,0.049891769,0.035453982,0.004796191,,23,,,,,dead,was recorded as 11.2 but apparently swapped with #534 given prior and later measurements.   Corrected in 2011,,,,,,,
BEF,C3,1,NP,Mid,B1,PC,,543,,12.3,,12.8,13.15,13.5,13.5,,128.7,135.8,143.1,0,,128.7,135.8,143.1,143.1,,0.055435181,0.053940349,0,,0.013579671,0.013220593,0,,23,,,,,dead,,,recorded as 14.3,,snapped; tag removed; dbh=13.1,,,
BEF,C3,1,NP,Mid,B1,PC,,544,,12.5,,12.9,14,14.6,14.7,,130.7,153.9,167.4,0,,130.7,153.9,167.4,169.7,,0.177813833,0.08755102,0.013745543,,0.041763561,0.021203771,0.003418813,,23,,,,,dead,,,,,"fallen, tag gone",,,
BEF,C3,1,NP,Mid,C1,PC,,545,,,,16.6,17,17.9,17.9,,216.4,227,251.6,0,,216.4,227,251.6,251.6,,0.048773407,0.108685121,0,,0.011976475,0.02612922,0,,23,,,,,dead,,,,,fallen no tag,,,
BEF,C3,1,NP,Mid,A1,BE,,501,,14.5,,14.7,14.8,14.9,15.1,,169.7,172,174.4,179.1,,169.7,172,174.4,179.1,,0.013651719,0.013559167,0.02702581,,0.003395596,0.003372691,0.006689038,,,,,,,,,,,,,,,
BEF,C3,1,NP,Mid,A1,SM,,504,,13.4,,14.2,14.4,15.9,16.9,,158.4,162.9,198.6,224.3,,158.4,162.9,198.6,224.3,,0.028367387,0.219184028,0.129741703,,0.00701763,0.050793351,0.030967061,,,,,,,,,,,,,,,
BEF,C3,1,NP,Mid,A1,SM,,505,,13,,13.2,13.4,13.6,13.9,,136.8,141,145.3,151.7,,136.8,141,145.3,151.7,,0.030532599,0.030073513,0.044604239,,0.007547277,0.007435047,0.01096925,,,,,,,,,,,,,,,
BEF,C3,1,NP,Mid,A1,SM,,506,,15.9,,16.5,18.7,20.5,21.9,,213.8,274.6,330.1,376.7,,213.8,274.6,330.1,376.7,,0.284444444,0.201778718,0.141249256,,0.064581295,0.047022772,0.033582451,,,,,,,,,,,,,,,
BEF,C3,1,NP,Mid,A1,SM,,738,,10.5,,10.9,12.1,12.9,13.3,,93.3,115,130.7,138.9,,93.3,115,130.7,138.9,,0.232303678,0.136602691,0.062976985,,0.053608914,0.03252879,0.015385519,,,,,,,,Tagged in 2009,,,,connected to 741,,,
BEF,C3,1,NP,Mid,A1,YB,,779,,11.4,,12.9,14.8,16.9,18.9,,130.7,172,224.3,280.6,,130.7,172,224.3,280.6,,0.316267051,0.303917093,0.250691502,,0.071114757,0.068593417,0.057517468,,,,,,,,Tagged in 2009,,,,,,,
BEF,C3,1,NP,Mid,A1,SM,2495,7247,,14.9,,16.5,17,18.4,19.3,,213.8,227,265.9,292.6,,213.8,227,265.9,292.6,,0.061524334,0.171487889,0.100218573,,0.015038438,0.040361928,0.024164559,,,,,,,,,,"For stand C3, SM was recorded as ""HM"" or ""Hard Maple"" and STM was recorded as ""SM"" or ""Striped Maple"" by the crew in the fieldsheets",New tag,502 was original tag; 2495 replaced with 7247,,,
BEF,C3,1,NP,Mid,A1,SM,503,2500,,15,,15.6,17.2,18.3,19,,191.1,232.4,263,283.5,,191.1,232.4,263,283.5,,0.2156476,0.131997025,0.077965899,,0.050030525,0.031481211,0.018946204,,,,,,,,,,,New tag,,,,
BEF,C3,1,NP,Mid,A1,SM,,740,,11.1,,11.5,12.3,13.4,14,,103.9,118.8,141,153.9,,103.9,118.8,141,153.9,,0.143969754,0.186859673,0.09155714,,0.034197862,0.043758063,0.022142906,,,,,,,,Tagged in 2009,,,Previously recorded in A2,this is in A2,,,
BEF,C3,1,NP,Mid,A2,BE,,508,,15.7,,17,20.3,22.8,25.3,,227,323.7,408.3,502.7,,227,323.7,408.3,502.7,,0.425916955,0.261472009,0.231321176,,0.092756902,0.059788993,0.053398843,,,,,,,,,,,,,,,
BEF,C3,1,NP,Mid,A2,SM,,510,,14.2,,14.7,16.4,17.8,18.9,,169.7,211.2,248.8,280.6,,169.7,211.2,248.8,280.6,,0.244666574,0.178019036,0.127414468,,0.056241572,0.041808933,0.03043571,,,,,,,,,,,,,,,
BEF,C3,1,NP,Mid,A2,YB,,732,,10.5,,11.2,12.5,14.3,16,,98.5,122.7,160.6,201.1,,98.5,122.7,160.6,201.1,,0.245615434,0.308736,0.251894958,,0.056442818,0.069579357,0.057771771,,,,,,,,Tagged in 2009,,,,,,,
BEF,C3,1,NP,Mid,A2,SM,,743,,10.3,,10.3,11.3,12.1,12.3,,83.3,100.3,115,118.8,,83.3,100.3,115,118.8,,0.203600716,0.146605059,0.033331057,,0.04741939,0.034792955,0.008230591,,,,,,,,Tagged in 2009,Not initially found in 2011.  Measured by Matt 10/26/2011,,,,,,
BEF,C3,1,NP,Mid,A2,SM,,778,,10.7,,10.7,11,11.3,11.5,,89.9,95,100.3,103.9,,89.9,95,100.3,103.9,,0.056860861,0.055289256,0.035711489,,0.013921784,0.013544635,0.008810743,,,,,,,,Tagged in 2009,Not initially found in 2011.  Measured by Matt 10/26/2011,,,,,,
BEF,C3,1,NP,Mid,A2,SM,,784,,14.9,,15.1,15.8,16.6,17.6,,179.1,196.1,216.4,243.3,,179.1,196.1,216.4,243.3,,0.09486426,0.103829515,0.124110901,,0.022916231,0.025003859,0.02968003,,,,,,,,Tagged in 2009,,,Previously recorded in A2,,,,
BEF,C3,1,NP,Mid,A2,BE,,1315,,,,11.7,12.5,15.4,17.6,,107.5,122.7,186.3,243.3,,107.5,122.7,186.3,243.3,,0.141427423,0.517824,0.306122449,,0.033622788,0.109954954,0.069044968,,,,,,,,,Measured below bulge,,Meaured on bulge,Meaured on bulge,,,
BEF,C3,1,NP,Mid,A2,BE,,1595,,,,10.8,12.5,14.3,15.8,,91.6,122.7,160.6,196.1,,91.6,122.7,160.6,196.1,,0.339591907,0.308736,0.220793193,,0.075828707,0.069579357,0.051139907,,,,,,,,,,,,,,,
BEF,C3,1,NP,Mid,A2,SM,,1597,,,,10.1,10.8,11.5,11.65,,80.1,91.6,103.9,106.6,,80.1,91.6,103.9,106.6,,0.143417312,0.13383059,0.026257089,,0.034072981,0.031898646,0.00650061,,,,,,,,,,,,,,,
BEF,C3,1,NP,Mid,A3,RM,,511,,13.1,,14.3,16.9,20.1,22.4,,160.6,224.3,317.3,394.1,,160.6,224.3,317.3,394.1,,0.396694215,0.414551311,0.241949457,,0.087114613,0.090572837,0.055664654,,,,,,,,"Tagged, but missing from data sheet, so added in 2009 (crl)",Identified as SM in 2009.  Confirmed RM by Matt,Bark torn away @ DBH,At top of tag 20.6,at top of nail 22.5,,,
BEF,C3,1,NP,Mid,A3,RM,,512,,12.4,,12.7,14,14.7,15.3,,126.7,153.9,169.7,183.9,,126.7,153.9,169.7,183.9,,0.21520243,0.1025,0.083298626,,0.049934381,0.024695077,0.020204061,,,,,,,,,"Identified as RM in 2009, SM in 2011.  Confirmed RM by Matt",,,,,,
BEF,C3,1,NP,Mid,A3,WB,,513,,16.6,,17.8,20.5,22.6,24.8,,248.8,330.1,401.1,483.1,,248.8,330.1,401.1,483.1,,0.326379245,0.215371802,0.20416634,,0.07316606,0.049970964,0.047542425,,,,,,,,,,,,,,,
BEF,C3,1,NP,Mid,A3,BE,,514,,18.7,,19.9,21.4,23.9,24.4,,311,359.7,448.6,467.6,,311,359.7,448.6,467.6,,0.156435444,0.24729234,0.042278672,,0.037003802,0.056798197,0.010406108,,,,,,,,,,,,,,,
BEF,C3,1,NP,Mid,A3,BE,,518,,19.2,,20.9,24,24.8,25.4,,343.1,452.4,483.1,506.7,,343.1,452.4,483.1,506.7,,0.31865113,0.067777778,0.048972425,,0.07159944,0.016530045,0.01202448,,,,,,,,,,,,,,,
BEF,C3,1,NP,Mid,A3,BE,515,716,,13.5,,14.5,16.3,16.8,17.9,,165.1,208.7,221.7,251.6,,165.1,208.7,221.7,251.6,,0.263686088,0.062290639,0.135239512,,0.060253711,0.015221575,0.032219061,,,,,,,,,,,,,,,
BEF,C3,1,NP,Mid,A3,SM,517,2479,,15.8,,16.4,17.8,18.9,19.75,,211.2,248.8,280.6,306.4,,211.2,248.8,280.6,306.4,,0.178019036,0.127414468,0.09196971,,0.041808933,0.03043571,0.022239475,,,,,,,,,,,New tag,,,,
BEF,C3,1,NP,Mid,A3,BE,729,2482,,12.5,,12.8,15.3,19.5,18.75,,128.7,183.9,298.6,276.1,,128.7,183.9,298.6,276.1,,0.428771973,0.62437524,-0.075443787,,0.09330348,0.128941896,-0.019419324,,,,,,,,Tagged in 2009,,,estimate 2019 = 17,checked; dowel pressed on tree,,,
BEF,C3,1,NP,Mid,A3,ASH,,2483,,,,16.4,19.4,22.4,25.2,,211.2,295.6,394.1,498.8,,211.2,295.6,394.1,498.8,,0.399315883,0.333191625,0.265625,,,,0.060660172,,,,,,,,,not recorded,not recorded,,why crossed out?,,,
BEF,C3,1,NP,Mid,A3,RM,788,2484,,12.5,,13.5,15.5,19.9,22,,143.1,188.7,311,380.1,,143.1,188.7,311,380.1,,0.31824417,0.648324662,0.222191359,,0.071516751,0.133080301,0.051440744,,,,,,,,Tagged in 2009,"Identified as BE in 2009, SM in 2011.  Confirmed RM by Matt",,Above tag 17.6,at nail top: 19.7,,,
BEF,C3,1,NP,Mid,B1,RM,,540,,13.2,,13,13.9,14.3,14.2,,132.7,151.7,160.6,158.4,,132.7,151.7,160.6,158.4,,0.143254438,0.058382071,-0.013937112,,0.034036155,0.014286438,-0.003502638,,,,,,,,,"Connected to #539, 541 & 1589",,,checked,,,
BEF,C3,1,NP,Mid,B1,RM,,541,,12.8,,12.6,12.8,14.5,15.7,,124.7,128.7,165.1,193.6,,124.7,128.7,165.1,193.6,,0.031997984,0.28326416,0.172366231,,0.007905261,0.064336648,0.04055688,,,,,,,,,"Connected to #539, 540 & 1589",,,,,,
BEF,C3,1,NP,Mid,B1,RM,,792,,10.4,,10.8,12,14.1,15.9,,91.6,113.1,156.1,198.6,,91.6,113.1,156.1,198.6,,0.234567901,0.380625,0.271616116,,0.054092553,0.083974169,0.061913167,,,,,,,,,Identified as SM in 2009; RM in 2011.  Confirmed RM by Matt,,,,,,
BEF,C3,1,NP,Mid,B1,BE,,1006,,,,12.9,14.8,16.7,17.7,,130.7,172,219,246.1,,130.7,172,219,246.1,,0.316267051,0.273237765,0.123346122,,0.071114757,0.062251561,0.029504852,,,,,,,,,,,,,,,
BEF,C3,1,NP,Mid,B1,BE,,1585,,,,10.1,11.4,12.5,13.6,,80.1,102.1,122.7,145.3,,80.1,102.1,122.7,145.3,,0.273992746,0.202293013,0.183744,,0.062408994,0.047134771,0.043072385,,,,,,,,,,,,,,,
BEF,C3,1,NP,Mid,B1,BE,,1587,,,,10.5,11.6,12.9,13.9,,86.6,105.7,130.7,151.7,,86.6,105.7,130.7,151.7,,0.220498866,0.236697384,0.161048014,,0.051076546,0.054546806,0.03803631,,,,,,,,,,,,,,,
BEF,C3,1,NP,Mid,B1,RM,,1588,,,,10,11.3,12.4,13.9,,78.5,100.3,120.8,151.7,,78.5,100.3,120.8,151.7,,0.2769,0.20416634,0.256568678,,0.063014581,0.047542425,0.058757641,,,,,,,,,,,,,,,
BEF,C3,1,NP,Mid,B1,RM,542,1589,,12.3,,12.8,13.5,15.1,16.1,,128.7,143.1,179.1,203.6,,128.7,143.1,179.1,203.6,,0.112365723,0.251083676,0.136836104,,0.026979795,0.057600359,0.032581796,,,,,,,,,"Connected to #539, 540 & 541",,,,,,
BEF,C3,1,NP,Mid,B1,RM,539,2493,,15.8,,16.5,18,20.1,21.9,,213.8,254.5,317.3,376.7,,213.8,254.5,317.3,376.7,,0.190082645,0.246944444,0.187124081,,0.044465936,0.056724499,0.04381619,,,,,,,,,"Connected to #540, 541 & 1589",,New tag (earlier entry 2439 corrected),,,,
BEF,C3,1,NP,Mid,B1,RM,736,2478,,10.5,,10.9,12,13.6,15.5,,93.3,113.1,145.3,188.7,,93.3,113.1,145.3,188.7,,0.21201919,0.284444444,0.298929498,,0.049246125,0.064581295,0.067570083,,,,,,,,,Identified as SM in 2009; RM in 2011.  Confirmed RM by Matt,,New tag,10 cm above nail = 15.4,,,
BEF,C3,1,NP,Mid,B1,RM,"537,782",2481,,15.8,,17.4,20.6,24.6,28.3,,237.8,333.3,475.3,629,,237.8,333.3,475.3,629,,0.401638261,0.426053351,0.323435125,,0.088075386,0.092783033,0.072570046,,,,,,,,,Identified as SM in 2009; RM in 2011.  Confirmed RM by Matt,,New tag (original = 537?),,,,
BEF,C3,1,NP,Mid,B2,RS,,526,,14.5,,14.9,15,14.7,14.8,,174.4,176.7,169.7,172,,174.4,176.7,169.7,172,,0.013467862,-0.0396,0.013651719,,0.003350093,-0.010050506,0.003395596,,,,,,,,,,,,checked,,,
BEF,C3,1,NP,Mid,B2,STM,,785,,,,10.7,11.8,12.4,12.6,,89.9,109.4,120.8,124.7,,89.9,109.4,120.8,124.7,,0.216176085,0.104280379,0.03251821,,0.050144627,0.02510851,0.008032258,,,,,,,,,,,Measured below the bulge,,,,
BEF,C3,1,NP,Mid,B2,SM,,900,,12.9,,13.3,14.3,15.7,16.6,,138.9,160.6,193.6,216.4,,138.9,160.6,193.6,216.4,,0.156029171,0.205389017,0.117935819,,0.036912711,0.047808235,0.028263021,,,,,,,,,,,,,,,
BEF,C3,1,NP,Mid,B2,BE,,1590,,,,10.4,12.7,14.6,16.35,,84.9,126.7,167.4,210,,84.9,126.7,167.4,210,,0.491216716,0.321594643,0.254093169,,0.1050583,0.07219695,0.058235803,,,,,,,,,new add; outside,,"Not found, assumed dead",found; est 2019 = 14.6,,,
BEF,C3,1,NP,Mid,B2,RM,2496,7217,,18.8,,20.9,22.6,26.1,28.8,,343.1,401.1,535,651.4,,343.1,401.1,535,651.4,,0.169295575,0.33371838,0.217598098,,0.039874854,0.074647503,0.050451463,,,,,,,,,,,New tag (original = 525?),new tag 7217,,,
BEF,C3,1,NP,Mid,B2,RM,529,2497,,13.9,,14.8,17.8,20.5,23.3,,172,248.8,330.1,426.4,,172,248.8,330.1,426.4,,0.446493791,0.326379245,0.291826294,,0.096678031,0.07316606,0.066107577,,,,,,,,,"Severe moose injury. Identified as RM in 2004-9, SM in 2011.  confirmed RM by Matt",,New tag,,,,
BEF,C3,1,NP,Mid,B2,RM,,2498,,14.4,,14.9,17.3,19.7,21.75,,174.4,235.1,304.8,371.5,,174.4,235.1,304.8,371.5,,0.348092428,0.296702195,0.218950501,,0.077531357,0.067112142,0.050743029,,,,,,,,,previously identified as SM.  Found to be RM by Matt in 2012,"Sapling growing on it, this is DBH without the sapling",New tag (original = 527?),,,,
BEF,C3,1,NP,Mid,B2,RM,903,2499,,,,17.4,20.5,24.1,26.8,,237.8,330.1,456.2,564.1,,237.8,330.1,456.2,564.1,,0.388063152,0.382058299,0.236617827,,0.085431214,0.084255392,0.054529845,,,,,,,,,moose injury to 2m,,New tag,,,,
BEF,C3,1,NP,Mid,B3,BE,,520,,,,18.1,18.5,18.4,18.5,,257.3,268.8,265.9,268.8,,257.3,268.8,265.9,268.8,,0.044687281,-0.010781592,0.010899102,,0.010989341,-0.002706365,0.002713709,,,,,,,,,,,Checked,checked,,,
BEF,C3,1,NP,Mid,B3,STM,,522,,,,12,12.3,12.7,12.7,,113.1,118.8,126.7,126.7,,113.1,118.8,126.7,126.7,,0.050625,0.066098222,0,,0.012422837,0.016130073,0,,,,,,,,,,,,,,,
BEF,C3,1,NP,Mid,B3,RM,,523,,,,15,13.9,14.1,14.1,,176.7,151.7,156.1,156.1,,176.7,151.7,156.1,156.1,,-0.141288889,0.028984007,0,,-0.037364728,0.007168551,0,,,,,,,,,Confirmed RM by Matt,s,,checked,,,
BEF,C3,1,NP,Mid,B3,BE,,524,,21.3,,19.3,26.4,28.6,30.8,,292.6,547.4,642.4,745.1,,292.6,547.4,642.4,745.1,,0.871083787,0.173611111,0.159763314,,0.169562161,0.040833,0.037749043,,,,,,,,"Tagged, but missing from data sheet, so added in 2009 (crl)",Multiple fused stems @ DBH; hard to remeasure consistently,DBH measured for combined trunk; With the tree spliting right above DBH there is a large crack and moving the tape up or down slight will chage the DBH greatly.,Measured at dowel,,,,
BEF,C3,1,NP,Mid,B3,BE,,1310,,,,10.6,12.3,14.5,16.7,,88.2,118.8,165.1,219,,88.2,118.8,165.1,219,,0.346475614,0.389715117,0.32646849,,0.077208131,0.085754018,0.073184112,,,,,,,,,,,,,,,
BEF,C3,1,NP,Mid,B3,BE,,1311,,,,10.9,11.6,12.4,12.6,,93.3,105.7,120.8,124.7,,93.3,105.7,120.8,124.7,,0.132564599,0.142687277,0.03251821,,0.031610481,0.033907886,0.008032258,,,,,,,,,,,,,,,
BEF,C3,1,NP,Mid,B3,SM,,1584,,,,10.8,11.4,12.5,12.25,,91.6,102.1,122.7,117.9,,91.6,102.1,122.7,117.9,,0.114197531,0.202293013,-0.0396,,0.027402334,0.047134771,-0.010050506,,,,,,,,,,,,checked,,,
BEF,C3,1,NP,Mid,B3,WB,521,1586,,,,15.5,17.5,18.8,19.95,,188.7,240.5,277.6,312.6,,188.7,240.5,277.6,312.6,,0.27471384,0.154089796,0.12608222,,0.062559296,0.036477551,0.030131163,,,,,,,,,,,,,,,
BEF,C3,1,NP,Mid,B3,ASH,519,2483,,,,15.4,19.4,22.4,25.2,,186.3,295.6,394.1,498.8,,186.3,295.6,394.1,498.8,,0.586945522,0.333191625,0.265625,,0.122381513,0.074541379,0.060660172,,,,,,,,,,,New tag,,,,
BEF,C3,1,NP,Mid,C1,WB,,546,,,,15.5,17.5,18.6,19.6,,188.7,240.5,271.7,301.7,,188.7,240.5,271.7,301.7,,0.27471384,0.129665306,0.110417389,,0.062559296,0.030949632,0.026529805,,,,,,,,,,,,,,,
BEF,C3,1,NP,Mid,C1,RM,550,1303,,,,13,14.6,16.8,18.75,,132.7,167.4,221.7,276.1,,132.7,167.4,221.7,276.1,,0.261301775,0.324075812,0.245615434,,0.059753237,0.072699833,0.056442818,,,,,,,,,,,,,,,
BEF,C3,1,NP,Mid,C1,WB,549,1305,,,,13,15.3,16.8,18.05,,132.7,183.9,221.7,255.9,,132.7,183.9,221.7,255.9,,0.385147929,0.205690119,0.154345592,,0.084860856,0.047873664,0.036534979,,,,,,,,,,,,,,,
BEF,C3,1,NP,Mid,C1,YB,547,1314,,,,15.5,19,20,22.3,,188.7,283.5,314.2,390.6,,188.7,283.5,314.2,390.6,,0.502601457,0.108033241,0.243225,,0.107161439,0.025978352,0.055935604,,,,,,,,,,,,,,,
BEF,C3,1,NP,Mid,C1,RM,,1405,,,,11.5,12,13.8,14.9,,103.9,113.1,149.6,174.4,,103.9,113.1,149.6,174.4,,0.088846881,0.3225,0.165773997,,0.021507837,0.072380529,0.039091019,,,,,,,,,,,,,,,
BEF,C3,1,NP,Mid,C2,RM,,1133,,,,16.5,18.7,20.7,23.2,,213.8,274.6,336.5,422.7,,213.8,274.6,336.5,422.7,,0.284444444,0.225342446,0.256131998,,0.064581295,0.052117803,0.058665645,,,,,,,,,,,,wound in bark,,,
BEF,C3,1,NP,Mid,C2,RM,,1574,,,,11.8,13.4,15.2,17.4,,109.4,141,181.5,237.8,,109.4,141,181.5,237.8,,0.289571962,0.286700824,0.310422438,,0.065642163,0.065048524,0.069923755,,,,,,,,,,,,,,,
BEF,C3,1,NP,Mid,C2,YB,,1575,,,,11.1,13.5,14.7,15.05,,96.8,143.1,169.7,177.9,,96.8,143.1,169.7,177.9,,0.479181885,0.185679012,0.048185941,,0.102821933,0.043498389,0.011834731,,,,,,,,,,,,,,,
BEF,C3,1,NP,Mid,C2,WB,,1576,,,,12.6,14,15.9,17.8,,124.7,153.9,198.6,248.8,,124.7,153.9,198.6,248.8,,0.234567901,0.289846939,0.253273209,,0.054092553,0.065698966,0.058062784,,,,,,,,,,,,,,,
BEF,C3,1,NP,Mid,C2,BE,,1577,,,,11.4,13,14.1,14.5,,102.1,132.7,156.1,165.1,,102.1,132.7,156.1,165.1,,0.300400123,0.176390533,0.057542377,,0.067872126,0.041448695,0.014085201,,,,,,,,,,,,leaves dead,,,
BEF,C3,1,NP,Mid,C2,RM,,1596,,,,13.2,14.7,16.1,17.8,,136.8,169.7,203.6,248.8,,136.8,169.7,203.6,248.8,,0.24018595,0.199546485,0.222329385,,0.055289706,0.046536237,0.051470429,,,,,,,,,,,,,,,
BEF,C3,1,NP,Mid,C3,RM,,344,,,,12.1,13.1,14.5,15.1,,115,134.8,165.1,179.1,,115,134.8,165.1,179.1,,0.172119391,0.225161704,0.084470868,,0.040502104,0.052079003,0.020479941,,,,,,,,,,,,,,,
BEF,C3,1,NP,Mid,C3,RM,,347,,,,15.8,18,20.1,22.55,,196.1,254.5,317.3,399.4,,196.1,254.5,317.3,399.4,,0.297868931,0.246944444,0.2586384,,0.0673521,0.056724499,0.059193347,,,,,,,,,,,,,,,
BEF,C3,1,NP,Mid,C3,RM,,551,,,,17.7,20,20.2,22.1,,246.1,314.2,320.5,383.6,,246.1,314.2,320.5,383.6,,0.27677232,0.0201,0.196965984,,0.062988007,0.004987562,0.045972947,,,,,,,,,Measured above bump,,,,,,
BEF,C3,1,NP,Mid,C3,RM,,552,,,,16.2,18.2,20.9,22.7,,206.1,260.2,343.1,404.7,,206.1,260.2,343.1,404.7,,0.262155159,0.318711508,0.179666216,,0.059932446,0.071611706,0.042172923,,,,,,,,,,,,,,,
BEF,C3,1,NP,Mid,C3,BE,,553,,,,11.8,15.4,15.8,16,,109.4,186.3,196.1,201.1,,109.4,186.3,196.1,201.1,,0.703246194,0.052622702,0.025476686,,0.142403057,0.012903759,0.006309211,,,,,,,,,,Measured @ tag,,at nail (below) 16.0 - grown together with 554 can't measure at dowel,,,
BEF,C3,1,NP,Mid,C3,BE,,554,,,,17.6,18.6,20.3,21.4,,243.3,271.7,323.7,359.7,,243.3,271.7,323.7,359.7,,0.116864669,0.191149266,0.111310636,,0.028016625,0.044699885,0.026736184,,,,,,,,,,,,at nail (below) 16.0 - can't measure at dowel,,,
BEF,C3,1,NP,Mid,C3,BE,,1328,,,,11.3,13.1,14,15.1,,100.3,134.8,153.9,179.1,,100.3,134.8,153.9,179.1,,0.343958023,0.142124585,0.163316327,,0.076704247,0.033780581,0.038542935,,,,,,,,,,,,at(below)nail =16.1; connected to 554,,,
BEF,C3,1,NP,Mid,C3,RM,356,2480,,,,12.4,13.8,16.3,17.1,,120.8,149.6,208.7,229.7,,120.8,149.6,208.7,229.7,,0.23855359,0.395137576,0.100568332,,0.054942286,0.086811585,0.024245944,,,,,,,,,,,New tag,,,,
